abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,Total_Attack,Total_Defense
['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45.0,Shadow Pokémon,80,1059860,1.5,60,Gangarゲンガー,Gengar,50.0,94,170,95,130,ghost,poison,40.5,1,0,235,175
"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45.0,Rock Snake Pokémon,160,1000000,8.8,35,Iwarkイワーク,Onix,50.0,95,30,45,70,rock,ground,210.0,1,0,75,205
"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190.0,Hypnosis Pokémon,45,1000000,1.0,60,Sleepeスリープ,Drowzee,50.0,96,43,90,42,psychic,None,32.4,1,0,91,135
"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75.0,Hypnosis Pokémon,70,1000000,1.6,85,Sleeperスリーパー,Hypno,50.0,97,73,115,67,psychic,None,75.6,1,0,146,185
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225.0,River Crab Pokémon,90,1000000,0.4,30,Crabクラブ,Krabby,50.0,98,25,25,50,water,None,6.5,1,0,130,115
"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60.0,Pincer Pokémon,115,1000000,1.3,55,Kinglerキングラー,Kingler,50.0,99,50,50,75,water,None,60.0,1,0,180,165
"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190.0,Ball Pokémon,50,1000000,0.5,40,Biriridamaビリリダマ,Voltorb,0.0,100,55,55,100,electric,None,10.4,1,0,85,105
"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60.0,Ball Pokémon,70,1000000,1.2,60,Marumineマルマイン,Electrode,0.0,101,80,80,150,electric,None,66.6,1,0,130,150
"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90.0,Egg Pokémon,80,1250000,0.4,60,Tamatamaタマタマ,Exeggcute,50.0,102,60,45,40,grass,psychic,2.5,1,0,100,125
"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190.0,Lonely Pokémon,95,1000000,0.4,50,Karakaraカラカラ,Cubone,50.0,104,40,50,35,ground,None,6.5,1,0,90,145
"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45.0,Kicking Pokémon,53,1000000,1.5,50,Sawamularサワムラー,Hitmonlee,100.0,106,35,110,87,fighting,None,49.8,1,0,155,163
"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45.0,Punching Pokémon,79,1000000,1.4,50,Ebiwalarエビワラー,Hitmonchan,100.0,107,35,110,76,fighting,None,50.2,1,0,140,189
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45.0,Licking Pokémon,75,1000000,1.2,90,Beroringaベロリンガ,Lickitung,50.0,108,60,75,30,normal,None,65.5,1,0,115,150
['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190.0,Poison Gas Pokémon,95,1000000,0.6,40,Dogarsドガース,Koffing,50.0,109,60,45,35,poison,None,1.0,1,0,125,140
['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60.0,Poison Gas Pokémon,120,1000000,1.2,65,Matadogasマタドガス,Weezing,50.0,110,85,70,60,poison,None,9.5,1,0,175,190
"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120.0,Spikes Pokémon,95,1250000,1.0,80,Sihornサイホーン,Rhyhorn,50.0,111,30,30,25,ground,rock,115.0,1,0,115,125
"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60.0,Drill Pokémon,120,1250000,1.9,105,Sidonサイドン,Rhydon,50.0,112,45,45,40,ground,rock,120.0,1,0,175,165
"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30.0,Egg Pokémon,5,800000,1.1,250,Luckyラッキー,Chansey,0.0,113,35,105,50,normal,None,34.6,1,0,40,110
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45.0,Vine Pokémon,115,1000000,1.0,65,Monjaraモンジャラ,Tangela,50.0,114,100,40,60,grass,None,35.0,1,0,155,155
"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45.0,Parent Pokémon,100,1000000,2.2,105,Garuraガルーラ,Kangaskhan,0.0,115,60,100,100,normal,None,80.0,1,0,185,200
"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225.0,Dragon Pokémon,70,1000000,0.4,30,Tattuタッツー,Horsea,50.0,116,70,25,60,water,None,8.0,1,0,110,95
"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75.0,Dragon Pokémon,95,1000000,1.2,55,Seadraシードラ,Seadra,50.0,117,95,45,85,water,None,25.0,1,0,160,140
"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225.0,Goldfish Pokémon,60,1000000,0.6,45,Tosakintoトサキント,Goldeen,50.0,118,35,50,63,water,None,15.0,1,0,102,110
"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60.0,Goldfish Pokémon,65,1000000,1.3,80,Azumaoアズマオウ,Seaking,50.0,119,65,80,68,water,None,39.0,1,0,157,145
"['Illuminate', 'Natural Cure', 'Analytic']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225.0,Starshape Pokémon,55,1250000,0.8,30,Hitodemanヒトデマン,Staryu,0.0,120,70,55,85,water,None,34.5,1,0,115,110
"['Illuminate', 'Natural Cure', 'Analytic']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60.0,Mysterious Pokémon,85,1250000,1.1,60,Starmieスターミー,Starmie,0.0,121,100,85,115,water,psychic,80.0,1,0,175,170
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,45.0,Barrier Pokémon,65,1000000,1.3,40,Barrierdバリヤード,Mr. Mime,50.0,122,100,120,90,psychic,fairy,54.5,1,0,145,185
"['Swarm', 'Technician', 'Steadfast']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45.0,Mantis Pokémon,80,1000000,1.5,70,Strikeストライク,Scyther,50.0,123,55,80,105,bug,flying,56.0,1,0,165,160
"['Oblivious', 'Forewarn', 'Dry Skin']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45.0,Humanshape Pokémon,35,1000000,1.4,65,Rougelaルージュラ,Jynx,0.0,124,115,95,95,ice,psychic,40.6,1,0,165,130
"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45.0,Electric Pokémon,57,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,125,95,85,105,electric,None,30.0,1,0,178,142
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45.0,Spitfire Pokémon,57,1000000,1.3,65,Booberブーバー,Magmar,75.4,126,100,85,93,fire,None,44.5,1,0,195,142
"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45.0,Stagbeetle Pokémon,120,1250000,1.5,65,Kailiosカイロス,Pinsir,50.0,127,65,90,105,bug,None,55.0,1,0,220,210
"['Intimidate', 'Anger Point', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45.0,Wild Bull Pokémon,95,1250000,1.4,75,Kentaurosケンタロス,Tauros,100.0,128,40,70,110,normal,None,88.4,1,0,140,165
"['Swift Swim', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255.0,Fish Pokémon,55,1250000,0.9,20,Koikingコイキング,Magikarp,50.0,129,15,20,80,water,None,10.0,1,0,25,75
"['Intimidate', 'Moxie']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45.0,Atrocious Pokémon,109,1250000,6.5,95,Gyaradosギャラドス,Gyarados,50.0,130,70,130,81,water,flying,235.0,1,0,225,239
"['Water Absorb', 'Shell Armor', 'Hydration']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45.0,Transport Pokémon,80,1250000,2.5,130,Laplaceラプラス,Lapras,50.0,131,85,95,60,water,ice,220.0,1,0,170,175
"['Limber', 'Imposter']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35.0,Transform Pokémon,48,1000000,0.3,48,Metamonメタモン,Ditto,0.0,132,48,48,48,normal,None,4.0,1,0,96,96
"['Run Away', 'Adaptability', 'Anticipation']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45.0,Evolution Pokémon,50,1000000,0.3,55,Eievuiイーブイ,Eevee,88.1,133,45,65,55,normal,None,6.5,1,0,100,115
"['Water Absorb', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45.0,Bubble Jet Pokémon,60,1000000,1.0,130,Showersシャワーズ,Vaporeon,88.1,134,110,95,65,water,None,29.0,1,0,175,155
"['Volt Absorb', 'Quick Feet']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45.0,Lightning Pokémon,60,1000000,0.8,65,Thundersサンダース,Jolteon,88.1,135,110,95,130,electric,None,24.5,1,0,175,155
"['Flash Fire', 'Guts']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,45.0,Flame Pokémon,60,1000000,0.9,65,Boosterブースター,Flareon,88.1,136,95,110,65,fire,None,25.0,1,0,225,170
"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,45.0,Virtual Pokémon,70,1000000,0.8,65,Porygonポリゴン,Porygon,0.0,137,85,75,40,normal,None,36.5,1,0,145,145
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,45.0,Spiral Pokémon,100,1000000,0.4,35,Omniteオムナイト,Omanyte,88.1,138,90,55,35,rock,water,7.5,1,0,130,155
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,45.0,Spiral Pokémon,125,1000000,1.0,70,Omstarオムスター,Omastar,88.1,139,115,70,55,rock,water,35.0,1,0,175,195
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,45.0,Shellfish Pokémon,90,1000000,0.5,30,Kabutoカブト,Kabuto,88.1,140,55,45,55,rock,water,11.5,1,0,135,135
"['Swift Swim', 'Battle Armor', 'Weak Armor']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,45.0,Shellfish Pokémon,105,1000000,1.3,60,Kabutopsカブトプス,Kabutops,88.1,141,65,70,80,rock,water,40.5,1,0,180,175
"['Rock Head', 'Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,45.0,Fossil Pokémon,85,1250000,1.8,80,Pteraプテラ,Aerodactyl,88.1,142,70,95,150,rock,flying,59.0,1,0,205,180
"['Immunity', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,25.0,Sleeping Pokémon,65,1250000,2.1,160,Kabigonカビゴン,Snorlax,88.1,143,65,110,30,normal,None,460.0,1,0,175,175
"['Pressure', 'Snow Cloak']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,3.0,Freeze Pokémon,100,1250000,1.7,90,Freezerフリーザー,Articuno,0.0,144,95,125,85,ice,flying,55.4,1,1,180,225
"['Pressure', 'Static']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,3.0,Electric Pokémon,85,1250000,1.6,90,Thunderサンダー,Zapdos,0.0,145,125,90,100,electric,flying,52.6,1,1,215,175
"['Pressure', 'Flame Body']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,3.0,Flame Pokémon,90,1250000,2.0,90,Fireファイヤー,Moltres,0.0,146,125,85,90,fire,flying,60.0,1,1,225,175
"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,45.0,Dragon Pokémon,45,1250000,1.8,41,Miniryuミニリュウ,Dratini,50.0,147,50,50,50,dragon,None,3.3,1,0,114,95
"['Shed Skin', 'Marvel Scale']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,45.0,Dragon Pokémon,65,1250000,4.0,61,Hakuryuハクリュー,Dragonair,50.0,148,70,70,70,dragon,None,16.5,1,0,154,135
"['Inner Focus', 'Multiscale']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,45.0,Dragon Pokémon,95,1250000,2.2,91,Kairyuカイリュー,Dragonite,50.0,149,100,100,80,dragon,flying,210.0,1,0,234,195
"['Pressure', 'Unnerve']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,3.0,Genetic Pokémon,70,1250000,2.0,106,Mewtwoミュウツー,Mewtwo,0.0,150,194,120,140,psychic,None,122.0,1,1,344,190
['Synchronize'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,45.0,New Species Pokémon,100,1059860,0.4,100,Mewミュウ,Mew,0.0,151,100,100,100,psychic,None,4.0,1,1,200,200
"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,45.0,Leaf Pokémon,65,1059860,0.9,45,Chicoritaチコリータ,Chikorita,88.1,152,49,65,45,grass,None,6.4,2,0,98,130
"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,45.0,Leaf Pokémon,80,1059860,1.2,60,Bayleafベイリーフ,Bayleef,88.1,153,63,80,60,grass,None,15.8,2,0,125,160
"['Overgrow', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,45.0,Herb Pokémon,100,1059860,1.8,80,Meganiumメガニウム,Meganium,88.1,154,83,100,80,grass,None,100.5,2,0,165,200
"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,45.0,Fire Mouse Pokémon,43,1059860,0.5,39,Hinoarashiヒノアラシ,Cyndaquil,88.1,155,60,50,65,fire,None,7.9,2,0,112,93
"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,45.0,Volcano Pokémon,58,1059860,0.9,58,Magmarashiマグマラシ,Quilava,88.1,156,80,65,80,fire,None,19.0,2,0,144,123
"['Blaze', 'Flash Fire']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,45.0,Volcano Pokémon,78,1059860,1.7,78,Bakphoonバクフーン,Typhlosion,88.1,157,109,85,100,fire,None,79.5,2,0,193,163
"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,45.0,Big Jaw Pokémon,64,1059860,0.6,50,Waninokoワニノコ,Totodile,88.1,158,44,48,43,water,None,9.5,2,0,109,112
"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,45.0,Big Jaw Pokémon,80,1059860,1.1,65,Alligatesアリゲイツ,Croconaw,88.1,159,59,63,58,water,None,25.0,2,0,139,143
"['Torrent', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,530,45.0,Big Jaw Pokémon,100,1059860,2.3,85,Ordileオーダイル,Feraligatr,88.1,160,79,83,78,water,None,88.8,2,0,184,183
"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,3840,70,215,255.0,Scout Pokémon,34,1000000,0.8,35,Otachiオタチ,Sentret,50.0,161,35,45,20,normal,None,6.0,2,0,81,79
"['Run Away', 'Keen Eye', 'Frisk']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,3840,70,415,90.0,Long Body Pokémon,64,1000000,1.8,85,Ootachiオオタチ,Furret,50.0,162,45,55,90,normal,None,32.5,2,0,121,119
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,3840,70,262,255.0,Owl Pokémon,30,1000000,0.7,60,Hohoホーホー,Hoothoot,50.0,163,36,56,50,normal,flying,21.2,2,0,66,86
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,452,90.0,Owl Pokémon,50,1000000,1.6,100,Yorunozukuヨルノズク,Noctowl,50.0,164,86,96,70,normal,flying,40.8,2,0,136,146
"['Swarm', 'Early Bird', 'Rattled']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,3840,70,265,255.0,Five Star Pokémon,30,800000,1.0,40,Redibaレディバ,Ledyba,50.0,165,40,80,55,bug,flying,10.8,2,0,60,110
"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,90.0,Five Star Pokémon,50,800000,1.4,55,Redianレディアン,Ledian,50.0,166,55,110,85,bug,flying,35.6,2,0,90,160
"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,255.0,String Spit Pokémon,40,800000,0.5,40,Itomaruイトマル,Spinarak,50.0,167,40,40,30,bug,poison,8.5,2,0,100,80
"['Swarm', 'Insomnia', 'Sniper']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,90.0,Long Leg Pokémon,70,800000,1.1,70,Ariadosアリアドス,Ariados,50.0,168,60,70,40,bug,poison,33.5,2,0,150,140
"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,90.0,Bat Pokémon,80,1000000,1.8,85,Crobatクロバット,Crobat,50.0,169,70,80,130,poison,flying,75.0,2,0,160,160
"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,190.0,Angler Pokémon,38,1250000,0.5,75,Chonchieチョンチー,Chinchou,50.0,170,56,56,67,water,electric,12.0,2,0,94,94
"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,75.0,Light Pokémon,58,1250000,1.2,125,Lanternランターン,Lanturn,50.0,171,76,76,67,water,electric,22.5,2,0,134,134
"['Static', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,190.0,Tiny Mouse Pokémon,15,1000000,0.3,20,Pichuピチュー,Pichu,50.0,172,35,35,60,electric,None,2.0,2,0,75,50
"['Cute Charm', 'Magic Guard', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,150.0,Star Shape Pokémon,28,800000,0.3,50,Pyピィ,Cleffa,24.6,173,45,55,15,fairy,None,3.0,2,0,70,83
"['Cute Charm', 'Competitive', 'Friend Guard']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,170.0,Balloon Pokémon,15,800000,0.3,90,Pupurinププリン,Igglybuff,24.6,174,40,20,15,normal,fairy,1.0,2,0,70,35
